wav/train_0001.wav 01 0
wav/train_0003.wav 09 0
wav/train_0004.wav 07 0
wav/train_0005.wav 08 0
wav/train_0006.wav 02 0
wav/train_0009.wav 02 0
wav/train_0011.wav 08 2
wav/train_0012.wav 04 0
wav/train_0013.wav 07 0
wav/train_0015.wav 08 2
wav/train_0016.wav 09 0
wav/train_0019.wav 07 0
wav/train_0022.wav 01 0
wav/train_0023.wav 05 0
wav/train_0024.wav 01 0
wav/train_0025.wav 01 0
wav/train_0027.wav 09 0
wav/train_0029.wav 09 0
wav/train_0030.wav 02 0
wav/train_0031.wav 09 0
wav/train_0032.wav 07 0
wav/train_0033.wav 01 1
wav/train_0034.wav 09 0
wav/train_0035.wav 02 0
wav/train_0036.wav 09 1
wav/train_0037.wav 04 0
wav/train_0038.wav 04 0
wav/train_0039.wav 05 0
wav/train_0040.wav 05 1
wav/train_0043.wav 08 2
wav/train_0044.wav 01 0
wav/train_0045.wav 05 0
wav/train_0046.wav 01 0
wav/train_0047.wav 04 0
wav/train_0049.wav 01 0
wav/train_0051.wav 09 1
wav/train_0052.wav 04 0
wav/train_0053.wav 04 2
wav/train_0056.wav 09 0
wav/train_0057.wav 02 0
wav/train_0058.wav 02 0
wav/train_0060.wav 04 0
wav/train_0061.wav 09 0
wav/train_0062.wav 04 0
wav/train_0063.wav 04 0
wav/train_0064.wav 01 1
wav/train_0065.wav 08 2
wav/train_0066.wav 02 0
wav/train_0067.wav 08 0
wav/train_0069.wav 01 0
wav/train_0072.wav 01 1
wav/train_0073.wav 02 0
wav/train_0074.wav 01 2
wav/train_0076.wav 05 0
wav/train_0077.wav 09 0
wav/train_0078.wav 09 0
wav/train_0079.wav 02 0
wav/train_0080.wav 01 0
wav/train_0081.wav 02 0
wav/train_0082.wav 07 0
wav/train_0085.wav 08 0
wav/train_0086.wav 02 0
wav/train_0087.wav 02 1
wav/train_0088.wav 04 0
wav/train_0090.wav 08 0
wav/train_0091.wav 04 0
wav/train_0093.wav 01 0
wav/train_0094.wav 01 0
wav/train_0095.wav 08 1
wav/train_0096.wav 09 0
wav/train_0098.wav 05 1
wav/train_0099.wav 02 2
wav/train_0100.wav 07 0
wav/train_0104.wav 01 2
wav/train_0106.wav 09 0
wav/train_0108.wav 05 0
wav/train_0110.wav 04 0
wav/train_0111.wav 09 0
wav/train_0112.wav 07 0
wav/train_0114.wav 04 0
wav/train_0115.wav 04 0
wav/train_0116.wav 04 0
wav/train_0117.wav 04 0
wav/train_0120.wav 08 1
wav/train_0121.wav 02 0
wav/train_0122.wav 09 0
wav/train_0123.wav 01 1
wav/train_0124.wav 04 0
wav/train_0126.wav 05 1
wav/train_0127.wav 01 0
wav/train_0128.wav 09 0
wav/train_0131.wav 02 0
wav/train_0132.wav 09 0
wav/train_0135.wav 05 0
wav/train_0136.wav 07 0
wav/train_0138.wav 07 0
wav/train_0140.wav 07 0
wav/train_0141.wav 09 2
wav/train_0143.wav 01 0
wav/train_0144.wav 02 0
wav/train_0145.wav 07 0
wav/train_0146.wav 05 1
wav/train_0150.wav 02 0
wav/train_0151.wav 02 0
wav/train_0152.wav 04 0
wav/train_0154.wav 09 0
wav/train_0156.wav 02 0
wav/train_0157.wav 04 0
wav/train_0159.wav 04 0
wav/train_0162.wav 02 0
wav/train_0164.wav 05 2
wav/train_0165.wav 01 2
wav/train_0166.wav 04 0
wav/train_0167.wav 08 2
wav/train_0168.wav 08 1
wav/train_0169.wav 01 1
wav/train_0170.wav 01 1
wav/train_0172.wav 04 0
wav/train_0176.wav 02 0
wav/train_0177.wav 09 1
wav/train_0179.wav 05 0
wav/train_0180.wav 02 0
wav/train_0182.wav 01 0
wav/train_0183.wav 09 2
wav/train_0185.wav 05 0
wav/train_0187.wav 08 0
wav/train_0188.wav 04 0
wav/train_0189.wav 02 0
wav/train_0190.wav 09 0
wav/train_0191.wav 02 0
wav/train_0192.wav 07 0
wav/train_0194.wav 04 0
wav/train_0195.wav 02 0
wav/train_0197.wav 07 0
wav/train_0198.wav 04 0
wav/train_0199.wav 08 2
wav/train_0200.wav 04 1
wav/train_0201.wav 08 0
wav/train_0202.wav 05 1
wav/train_0203.wav 02 0
wav/train_0204.wav 09 0
wav/train_0205.wav 07 0
wav/train_0206.wav 04 0
wav/train_0207.wav 02 0
wav/train_0209.wav 01 0
wav/train_0210.wav 08 2
wav/train_0211.wav 09 2
wav/train_0213.wav 07 0
wav/train_0214.wav 08 1
wav/train_0215.wav 05 2
wav/train_0217.wav 02 1
wav/train_0218.wav 09 1
wav/train_0220.wav 04 0
wav/train_0221.wav 04 0
wav/train_0222.wav 04 0
wav/train_0223.wav 01 2
wav/train_0225.wav 07 0
wav/train_0228.wav 07 0
wav/train_0229.wav 01 0
wav/train_0231.wav 02 0
wav/train_0232.wav 05 1
wav/train_0233.wav 07 0
wav/train_0234.wav 07 0
wav/train_0235.wav 01 0
wav/train_0238.wav 07 1
wav/train_0239.wav 04 0
wav/train_0241.wav 02 0
wav/train_0242.wav 01 0
wav/train_0243.wav 08 0
wav/train_0244.wav 04 0
wav/train_0246.wav 04 0
wav/train_0247.wav 05 0
wav/train_0251.wav 04 0
wav/train_0252.wav 01 0
wav/train_0253.wav 01 0
wav/train_0255.wav 05 0
wav/train_0256.wav 02 1
wav/train_0260.wav 07 0
wav/train_0262.wav 07 0
wav/train_0263.wav 04 0
wav/train_0265.wav 01 1
wav/train_0266.wav 05 1
wav/train_0267.wav 08 1
wav/train_0271.wav 02 0
wav/train_0272.wav 02 0
wav/train_0273.wav 01 2
wav/train_0276.wav 02 0
wav/train_0278.wav 09 1
wav/train_0279.wav 07 0
wav/train_0281.wav 01 0
wav/train_0285.wav 02 0
wav/train_0286.wav 04 0
wav/train_0287.wav 05 0
wav/train_0288.wav 02 0
wav/train_0289.wav 07 0
wav/train_0291.wav 04 0
wav/train_0293.wav 04 0
wav/train_0296.wav 02 0
wav/train_0297.wav 07 0
wav/train_0298.wav 04 0
wav/train_0299.wav 07 0
wav/train_0300.wav 04 0
wav/train_0301.wav 04 0
wav/train_0302.wav 09 1
wav/train_0305.wav 04 0
wav/train_0308.wav 01 1
wav/train_0310.wav 02 0
wav/train_0311.wav 01 0
wav/train_0313.wav 05 1
wav/train_0315.wav 05 0
wav/train_0316.wav 09 0
wav/train_0317.wav 08 2
wav/train_0319.wav 09 2
wav/train_0320.wav 05 0
wav/train_0321.wav 01 0
wav/train_0322.wav 01 1
wav/train_0325.wav 05 0
wav/train_0326.wav 01 0
wav/train_0329.wav 01 0
wav/train_0330.wav 02 0
wav/train_0331.wav 07 0
wav/train_0333.wav 04 0
wav/train_0334.wav 02 0
wav/train_0335.wav 05 1
wav/train_0337.wav 01 1
wav/train_0338.wav 07 0
